epoch,step,test_acc,test_f1,test_loss,test_precision,test_recall,test_roc-auc,train_acc,train_f1,train_loss,train_precision,train_recall,train_roc-auc,val_acc,val_f1,val_loss,val_precision,val_recall,val_roc-auc
0,49,,,,,,,,,1.0371233224868774,,,,,,,,,
0,99,,,,,,,,,1.097576379776001,,,,,,,,,
0,149,,,,,,,,,0.9658951163291931,,,,,,,,,
0,199,,,,,,,,,1.100820541381836,,,,,,,,,
0,249,,,,,,,,,1.0383862257003784,,,,,,,,,
0,299,,,,,,,,,1.0616052150726318,,,,,,,,,
0,349,,,,,,,,,1.0632436275482178,,,,,,,,,
0,399,,,,,,,,,1.0251469612121582,,,,,,,,,
0,449,,,,,,,,,1.0410566329956055,,,,,,,,,
0,499,,,,,,,,,1.1425042152404785,,,,,,,,,
0,507,,,,,,,,,,,,,0.33951279520988464,0.22041648626327515,1.0389988422393799,0.17168191075325012,0.33951279520988464,0.49382054805755615
0,507,,,,,,,0.3333328366279602,0.21848618984222412,,0.1642265021800995,0.3333328366279602,0.5,,,,,,
1,549,,,,,,,,,1.0912200212478638,,,,,,,,,
1,599,,,,,,,,,1.109926700592041,,,,,,,,,
1,649,,,,,,,,,1.089621901512146,,,,,,,,,
1,699,,,,,,,,,0.9689083099365234,,,,,,,,,
1,749,,,,,,,,,1.0595821142196655,,,,,,,,,
1,799,,,,,,,,,1.065360426902771,,,,,,,,,
1,849,,,,,,,,,1.0121042728424072,,,,,,,,,
1,899,,,,,,,,,1.022456407546997,,,,,,,,,
1,949,,,,,,,,,1.085983157157898,,,,,,,,,
1,999,,,,,,,,,1.0084717273712158,,,,,,,,,
1,1015,,,,,,,,,,,,,0.33951279520988464,0.22041648626327515,1.0442019701004028,0.17168191075325012,0.33951279520988464,0.49382054805755615
1,1015,,,,,,,0.3333328366279602,0.2185930609703064,,0.16426746547222137,0.3333328366279602,0.5,,,,,,
2,1049,,,,,,,,,0.9518271684646606,,,,,,,,,
2,1099,,,,,,,,,1.040145993232727,,,,,,,,,
2,1149,,,,,,,,,0.9678165316581726,,,,,,,,,
2,1199,,,,,,,,,1.0807515382766724,,,,,,,,,
2,1249,,,,,,,,,1.00786554813385,,,,,,,,,
2,1299,,,,,,,,,0.927490234375,,,,,,,,,
2,1349,,,,,,,,,1.0334991216659546,,,,,,,,,
2,1399,,,,,,,,,1.090383768081665,,,,,,,,,
2,1449,,,,,,,,,1.0787947177886963,,,,,,,,,
2,1499,,,,,,,,,0.9431118369102478,,,,,,,,,
2,1523,,,,,,,,,,,,,0.33951279520988464,0.22041648626327515,1.0404433012008667,0.17168191075325012,0.33951279520988464,0.49382054805755615
2,1523,,,,,,,0.3333328366279602,0.21853388845920563,,0.16430850327014923,0.3333328366279602,0.5,,,,,,
3,1524,0.33104509115219116,0.20894645154476166,1.041535496711731,0.16352063417434692,0.33104509115219116,0.4988560080528259,,,,,,,,,,,,
