epoch,step,test_acc,test_f1,test_loss,test_precision,test_recall,test_roc-auc,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,train_roc-auc_epoch,train_roc-auc_step,val_acc,val_f1,val_loss,val_precision,val_recall,val_roc-auc
0,49,,,,,,,,0.35641026496887207,,0.2912912964820862,1.164928674697876,,0.2638888955116272,,0.35641026496887207,,0.6043512225151062,,,,,,
0,99,,,,,,,,0.385185182094574,,0.3232323229312897,1.133237600326538,,0.38314175605773926,,0.385185182094574,,0.6063506603240967,,,,,,
0,149,,,,,,,,0.476190447807312,,0.40634921193122864,1.132370114326477,,0.3578643798828125,,0.476190447807312,,0.6858481168746948,,,,,,
0,199,,,,,,,,0.46078431606292725,,0.3919413983821869,1.0385202169418335,,0.34285715222358704,,0.46078431606292725,,0.6920005679130554,,,,,,
0,249,,,,,,,,0.3571428656578064,,0.21904762089252472,1.1880191564559937,,0.4516129195690155,,0.3571428656578064,,0.539740264415741,,,,,,
0,299,,,,,,,,0.5,,0.42988020181655884,0.9495282769203186,,0.39753085374832153,,0.5,,0.7381391525268555,,,,,,
0,349,,,,,,,,0.4629629850387573,,0.40909093618392944,0.9246756434440613,,0.3717948794364929,,0.4629629850387573,,0.683620810508728,,,,,,
0,399,,,,,,,,0.5833333730697632,,0.5396825671195984,0.9043266773223877,,0.5384615659713745,,0.5833333730697632,,0.7183160185813904,,,,,,
0,449,,,,,,,,0.49444442987442017,,0.41422998905181885,0.9879933595657349,,0.3564213514328003,,0.49444442987442017,,0.6796820163726807,,,,,,
0,499,,,,,,,,0.444444477558136,,0.4182194471359253,0.8189758062362671,,0.39619046449661255,,0.444444477558136,,0.6542496681213379,,,,,,
0,507,,,,,,,,,,,,,,,,,,0.36785879731178284,0.2936209738254547,1.1992498636245728,0.2924061417579651,0.36785879731178284,0.5339687466621399
0,507,,,,,,,0.3939652442932129,,0.33217358589172363,,,0.34712544083595276,,0.3939652442932129,,0.5931901335716248,,,,,,,
1,549,,,,,,,,0.5320513248443604,,0.4196428656578064,1.0264230966567993,,0.3468286097049713,,0.5320513248443604,,0.6628096103668213,,,,,,
1,599,,,,,,,,0.5,,0.4706888794898987,0.9189343452453613,,0.4990476369857788,,0.5,,0.7172619104385376,,,,,,
1,649,,,,,,,,0.48148149251937866,,0.402777761220932,0.9879154562950134,,0.3516339957714081,,0.48148149251937866,,0.6934536695480347,,,,,,
1,699,,,,,,,,0.3857142925262451,,0.322775274515152,0.9834214448928833,,0.3028571605682373,,0.3857142925262451,,0.658815860748291,,,,,,
1,749,,,,,,,,0.489750474691391,,0.5040755271911621,0.9326431155204773,,0.550000011920929,,0.489750474691391,,0.6823052167892456,,,,,,
1,799,,,,,,,,0.33703702688217163,,0.27136752009391785,1.0946044921875,,0.23520924150943756,,0.33703702688217163,,0.5521624088287354,,,,,,
1,849,,,,,,,,0.5174603462219238,,0.5346598625183105,0.9293453097343445,,0.7794872522354126,,0.5174603462219238,,0.7651078104972839,,,,,,
1,899,,,,,,,,0.5,,0.3947089910507202,1.045372486114502,,0.3261183500289917,,0.5,,0.6702646017074585,,,,,,
1,949,,,,,,,,0.3619047701358795,,0.3322751522064209,0.9382415413856506,,0.3085714280605316,,0.3619047701358795,,0.6584568023681641,,,,,,
1,999,,,,,,,,0.44841268658638,,0.4295518100261688,1.062552571296692,,0.7000000476837158,,0.44841268658638,,0.5616250038146973,,,,,,
1,1015,,,,,,,,,,,,,,,,,,0.3493122458457947,0.279930979013443,1.0447347164154053,0.2629682123661041,0.3493122458457947,0.512991189956665
1,1015,,,,,,,0.4452238380908966,,0.3932807445526123,,,0.39336109161376953,,0.4452238380908966,,0.6597387194633484,,,,,,,
2,1049,,,,,,,,0.5454545617103577,,0.5220367908477783,0.7929719090461731,,0.5277777910232544,,0.5454545617103577,,0.7181012034416199,,,,,,
2,1099,,,,,,,,0.5,,0.35672515630722046,1.078598141670227,,0.277777761220932,,0.5,,0.6808862090110779,,,,,,
2,1149,,,,,,,,0.49743592739105225,,0.46606335043907166,0.8617058396339417,,0.4412955343723297,,0.49743592739105225,,0.6867443323135376,,,,,,
2,1199,,,,,,,,0.4404040575027466,,0.3929643929004669,0.9055511951446533,,0.3636363744735718,,0.4404040575027466,,0.6817604303359985,,,,,,
2,1249,,,,,,,,0.45054948329925537,,0.3464052379131317,1.1156830787658691,,0.28138530254364014,,0.45054948329925537,,0.6472042798995972,,,,,,
2,1299,,,,,,,,0.46666669845581055,,0.4090177118778229,0.9978722929954529,,0.380952388048172,,0.46666669845581055,,0.5939843654632568,,,,,,
2,1349,,,,,,,,0.48148149251937866,,0.43174606561660767,0.9790714979171753,,0.4273504316806793,,0.48148149251937866,,0.6006820797920227,,,,,,
2,1399,,,,,,,,0.6166666746139526,,0.6250184178352356,0.7860178351402283,,0.6583994626998901,,0.6166666746139526,,0.8578283190727234,,,,,,
2,1449,,,,,,,,0.39316239953041077,,0.3315315246582031,0.9558786749839783,,0.3194444477558136,,0.39316239953041077,,0.724861741065979,,,,,,
2,1499,,,,,,,,0.5047619342803955,,0.45004671812057495,0.8939522504806519,,0.40909093618392944,,0.5047619342803955,,0.6747090220451355,,,,,,
2,1523,,,,,,,,,,,,,,,,,,0.34641480445861816,0.28331464529037476,1.0567827224731445,0.2724339962005615,0.34641480445861816,0.5409252643585205
2,1523,,,,,,,0.478513240814209,,0.4289214313030243,,,0.4289165437221527,,0.478513240814209,,0.6998425126075745,,,,,,,
3,1524,0.3484734892845154,0.2752957046031952,1.1779497861862183,0.2600633203983307,0.3484734892845154,0.5237581729888916,,,,,,,,,,,,,,,,,
