syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg,all_variants,selected
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,+,+,-,+,-,0,-,0,0,b͡vʷˤ,b͡vʷˤ
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,+,-,-,+,-,0,+,0,0,"b͡vʷː, b͡vːʷ",b͡vʷː
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,+,-,-,+,-,0,-,0,0,"b͡vʷˠ, b͡vʷ, b͡vʲʷ",b͡vʷ
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,+,-,-,-,-,0,+,0,0,"b͡vːʲ, b͡vʲː, b͡vːˠ",b͡vʲː
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"b͡vʲ, b͡vˠ",b͡vʲ
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,+,-,-,-,0,+,0,0,"b͡vˤː, b͡vːˤ",b͡vˤː
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,+,-,-,-,0,-,0,0,b͡vˤ,b͡vˤ
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0,b͡vː,b͡vː
-,-,+,-,+,-,-,+,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0,"b͡v, b͡v̟, b͡v̠",b͡v
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,+,-,+,-,0,-,0,0,"d͡ʒʷˤ, d͡ʑʷˤ",d͡ʑʷˤ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,0,+,0,0,"d͡ʑˤː, d͡ʑːˤ",d͡ʑˤː
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,+,-,-,-,0,-,0,0,d͡ʑˤ,d͡ʑˤ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,+,-,0,+,0,0,"d͡ʒʷː, d͡ʒːʷ, d͡ʑːʷ, d͡ʑʷː",d͡ʑʷː
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,+,-,0,-,0,0,"d͡ʒᶣ, d͡ʑᶣ, d͡ʒʷˠ, d͡ʑʷˠ, d͡ʒʷ, d͡ʑʷ, d͡ʒʲʷ, d͡ʑʲʷ",d͡ʑʷ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,-,-,0,+,0,0,"d͡ʑː, d͡ʒːʲ, d͡ʑːʲ, d͡ʒʲː, d͡ʑʲː, d͡ʒːˠ, d͡ʑːˠ",d͡ʑː
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,+,-,-,-,-,0,-,0,0,"d͡ʒʲ, d͡ʑʲ, d͡ʑ, d͡ʑ̻, d͡ʑ̟, d͡ʑ̠, d͡ʒˠ, d͡ʑˠ",d͡ʑ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,0,+,0,0,"d͡ʒˤː, d͡ʒːˤ",d͡ʒˤː
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,0,-,0,0,d͡ʒˤ,d͡ʒˤ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,+,0,0,d͡ʒː,d͡ʒː
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,0,-,0,0,"d͡ʒ, d͡ʒ̻, d͡ʒ̟, d͡ʒ̠",d͡ʒ
-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,0,0,-,-,-,0,-,0,0,ɖ͡ʐ̻,ɖ͡ʐ̻
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,+,-,+,-,0,-,0,0,ɖ͡ʐʷˤ,ɖ͡ʐʷˤ
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,0,-,0,0,d͡ʑ̺,d͡ʑ̺
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,+,0,0,"ɖ͡ʐʷː, ɖ͡ʐːʷ",ɖ͡ʐʷː
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,+,-,0,-,0,0,"ɖ͡ʐᶣ, ɖ͡ʐʷˠ, ɖ͡ʐʷ, ɖ͡ʐʲʷ",ɖ͡ʐʷ
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,+,0,0,"ɖ͡ʐːʲ, ɖ͡ʐʲː, ɖ͡ʐːˠ",ɖ͡ʐʲː
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,+,0,-,-,-,0,-,0,0,"ɖ͡ʐʲ, ɖ͡ʐˠ",ɖ͡ʐʲ
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0,d͡ʒ̺,d͡ʒ̺
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,+,-,-,-,0,+,0,0,"ɖ͡ʐˤː, ɖ͡ʐːˤ",ɖ͡ʐˤː
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,+,-,-,-,0,-,0,0,ɖ͡ʐˤ,ɖ͡ʐˤ
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,+,0,0,ɖ͡ʐː,ɖ͡ʐː
-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,-,-,-,0,-,0,0,"ɖ͡ʐ, ɖ͡ʐ̟, ɖ͡ʐ̠, ɖ͡ʐ̺",ɖ͡ʐ
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,+,+,+,-,0,-,0,0,ɢ͡ʁʷˤ,ɢ͡ʁʷˤ
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,+,-,0,+,0,0,"ɢ͡ʁʷː, ɢ͡ʁːʷ",ɢ͡ʁʷː
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"ɢ͡ʁᶣ, ɢ͡ʁʷˠ, ɢ͡ʁʷ, ɢ͡ʁʲʷ",ɢ͡ʁʷ
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0,"ɢ͡ʁːʲ, ɢ͡ʁʲː, ɢ͡ʁːˠ",ɢ͡ʁʲː
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"ɢ͡ʁʲ, ɢ͡ʁˠ",ɢ͡ʁʲ
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,+,+,-,-,0,+,0,0,"ɢ͡ʁˤː, ɢ͡ʁːˤ",ɢ͡ʁˤː
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0,ɢ͡ʁˤ,ɢ͡ʁˤ
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0,ɢ͡ʁː,ɢ͡ʁː
-,-,+,-,+,-,-,+,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0,"ɢ͡ʁ, ɢ͡ʁ̟, ɢ͡ʁ̠",ɢ͡ʁ
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,+,-,+,-,0,-,0,0,t̪͡s̪ʷˤʰ,t̪͡s̪ʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,0,-,+,-,0,+,0,0,t̪͡s̪ʷʰː,t̪͡s̪ʷʰː
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,0,-,+,-,0,-,0,0,"t̪͡s̪ʰᶣ, t̪͡s̪ʲʷʰ, t̪͡s̪ʷʰ, t̪͡s̪ʰʷ, t̪͡s̪ʷˠʰ",t̪͡s̪ʷʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,+,0,-,-,-,0,-,0,0,"t̪͡s̪ʰʲ, t̪͡s̪ʲʰ, t̪͡s̪ʰˠ",t̪͡s̪ʲʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,0,+,-,-,-,0,-,0,0,"t̪͡s̪ˤʰ, t̪͡s̪ʰˤ",t̪͡s̪ˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,0,0,-,-,-,0,+,0,0,t̪͡s̪ʰː,t̪͡s̪ʰː
-,-,+,-,+,-,-,+,-,+,-,+,+,+,-,0,0,-,-,-,0,-,0,0,t̪͡s̪ʰ,t̪͡s̪ʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,+,+,-,+,-,0,-,0,0,t͡sʷˤʰ,t͡sʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,+,0,0,t͡sʷʰː,t͡sʷʰː
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,+,-,-,+,-,0,-,0,0,"t͡sʰᶣ, t͡sʲʷʰ, t͡sʷʰ, t͡sʰʷ, t͡sʷˠʰ",t͡sʷʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,+,-,-,-,-,0,-,0,0,"t͡sʰʲ, t͡sʲʰ, t͡sʰˠ",t͡sʲʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,-,+,-,-,-,0,-,0,0,"t͡sˤʰ, t͡sʰˤ",t͡sˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,0,+,0,0,t͡sʰː,t͡sʰː
-,-,+,-,+,-,-,+,-,+,-,+,+,-,-,-,-,-,-,-,0,-,0,0,t͡sʰ,t͡sʰ
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,+,+,-,+,-,0,-,0,0,p͡fʷˤʰ,p͡fʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,+,-,-,+,-,0,+,0,0,p͡fʷʰː,p͡fʷʰː
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,+,-,-,+,-,0,-,0,0,"p͡fʲʷʰ, p͡fʷʰ, p͡fʰʷ, p͡fʷˠʰ",p͡fʷʰ
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,+,-,-,-,-,0,-,0,0,"p͡fʰʲ, p͡fʲʰ, p͡fʰˠ",p͡fʲʰ
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,-,+,-,-,-,0,-,0,0,"p͡fˤʰ, p͡fʰˤ",p͡fˤʰ
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,-,-,-,-,-,0,+,0,0,p͡fʰː,p͡fʰː
-,-,+,-,+,-,-,+,-,+,-,+,-,0,+,-,-,-,-,-,0,-,0,0,p͡fʰ,p͡fʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,+,-,+,-,0,-,0,0,"t͡ʃʷˤʰ, t͡ɕʷˤʰ",t͡ʃʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,+,-,-,-,0,-,0,0,"t͡ɕˤʰ, t͡ɕʰˤ",t͡ɕˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,+,0,0,"t͡ʃʷʰː, t͡ɕʷʰː",t͡ʃʷʰː
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,+,-,0,-,0,0,"t͡ʃʰᶣ, t͡ɕʰᶣ, t͡ɕʲʷʰ, t͡ʃʷʰ, t͡ɕʷʰ, t͡ʃʰʷ, t͡ɕʰʷ, t͡ʃʷˠʰ, t͡ɕʷˠʰ, t͡ʃʲʷʰ",t͡ʃʷʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,0,+,0,0,t͡ɕʰː,t͡ɕʰː
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,0,-,0,0,"t͡ʃʰʲ, t͡ɕʰʲ, t͡ɕʰ, t͡ʃʲʰ, t͡ɕʲʰ, t͡ʃʰˠ, t͡ɕʰˠ",t͡ɕʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,+,-,-,-,0,-,0,0,"t͡ʃˤʰ, t͡ʃʰˤ",t͡ʃˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,0,+,0,0,t͡ʃʰː,t͡ʃʰː
-,-,+,-,+,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,0,-,0,0,t͡ʃʰ,t͡ʃʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,+,+,-,+,-,0,-,0,0,ʈ͡ʂʷˤʰ,ʈ͡ʂʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,+,0,-,+,-,0,+,0,0,ʈ͡ʂʷʰː,ʈ͡ʂʷʰː
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,+,0,-,+,-,0,-,0,0,"ʈ͡ʂʰᶣ, ʈ͡ʂʷʰ, ʈ͡ʂʰʷ, ʈ͡ʂʷˠʰ, ʈ͡ʂʲʷʰ",ʈ͡ʂʷʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,-,0,-,0,0,"ʈ͡ʂʰʲ, ʈ͡ʂʲʰ, ʈ͡ʂʰˠ",ʈ͡ʂʲʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,0,+,-,-,-,0,-,0,0,"ʈ͡ʂˤʰ, ʈ͡ʂʰˤ",ʈ͡ʂˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,0,0,-,-,-,0,+,0,0,ʈ͡ʂʰː,ʈ͡ʂʰː
-,-,+,-,+,-,-,+,-,+,-,-,+,-,-,0,0,-,-,-,0,-,0,0,ʈ͡ʂʰ,ʈ͡ʂʰ
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,+,+,+,+,-,0,-,0,0,q͡χʷˤʰ,q͡χʷˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,+,0,0,q͡χʷʰː,q͡χʷʰː
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,+,-,+,+,-,0,-,0,0,"q͡χʰᶣ, q͡χʷʰ, q͡χʰʷ, q͡χʷˠʰ, q͡χʲʷʰ",q͡χʷʰ
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,+,-,+,-,-,0,-,0,0,"q͡χʰʲ, q͡χʲʰ, q͡χʰˠ",q͡χʲʰ
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,-,+,+,-,-,0,-,0,0,"q͡χˤʰ, q͡χʰˤ",q͡χˤʰ
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,-,-,+,-,-,0,+,0,0,q͡χʰː,q͡χʰː
-,-,+,-,+,-,-,+,-,+,-,-,-,0,-,-,-,+,-,-,0,-,0,0,q͡χʰ,q͡χʰ
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,+,-,+,-,0,-,0,0,t̪͡s̪ʷˤʼ,t̪͡s̪ʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,0,-,+,-,0,-,0,0,"t̪͡s̪ʼʷ, t̪͡s̪ʷʼ, t̪͡s̪ʷˀ",t̪͡s̪ʼʷ
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,+,0,-,-,-,0,-,0,0,"t̪͡s̪ʼʲ, t̪͡s̪ʲʼ",t̪͡s̪ʼʲ
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,0,+,-,-,-,0,-,0,0,t̪͡s̪ˤʼ,t̪͡s̪ˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,0,0,-,-,-,0,+,0,0,t̪͡s̪ʼː,t̪͡s̪ʼː
-,-,+,-,+,-,-,+,-,-,+,+,+,+,-,0,0,-,-,-,0,-,0,0,"t̪͡s̪ˀ, ˀt̪͡s̪, t̪͡s̪ʼ",t̪͡s̪ʼ
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,+,+,-,+,-,0,-,0,0,t͡sʷˤʼ,t͡sʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,+,-,-,+,-,0,-,0,0,"t͡sʼʷ, t͡sʷʼ, t͡sʷˀ",t͡sʼʷ
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,+,-,-,-,-,0,-,0,0,"t͡sʼʲ, t͡sʲʼ",t͡sʼʲ
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,+,-,-,-,0,-,0,0,t͡sˤʼ,t͡sˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0,t͡sʼː,t͡sʼː
-,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0,"t͡sˀ, ˀt͡s, t͡sʼ",t͡sʼ
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,+,+,-,+,-,0,-,0,0,p͡fʷˤʼ,p͡fʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,+,-,-,+,-,0,-,0,0,"p͡fʼʷ, p͡fʷʼ, p͡fʷˀ",p͡fʼʷ
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,+,-,-,-,-,0,-,0,0,"p͡fʼʲ, p͡fʲʼ",p͡fʼʲ
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,-,+,-,-,-,0,-,0,0,p͡fˤʼ,p͡fˤʼ
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0,p͡fʼː,p͡fʼː
-,-,+,-,+,-,-,+,-,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0,"p͡fˀ, ˀp͡f, p͡fʼ",p͡fʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,+,-,+,-,0,-,0,0,"t͡ʃʷˤʼ, t͡ɕʷˤʼ",t͡ʃʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,+,-,-,-,0,-,0,0,t͡ɕˤʼ,t͡ɕˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,+,-,0,-,0,0,"t͡ʃʼʷ, t͡ɕʼʷ, t͡ʃʷʼ, t͡ɕʷʼ, t͡ʃʷˀ, t͡ɕʷˀ",t͡ʃʼʷ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,-,-,0,+,0,0,t͡ɕʼː,t͡ɕʼː
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,+,-,-,-,-,0,-,0,0,"t͡ʃʼʲ, t͡ɕʼʲ, t͡ɕˀ, ˀt͡ɕ, t͡ɕʼ, t͡ʃʲʼ, t͡ɕʲʼ",t͡ɕʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,-,-,0,-,0,0,t͡ʃˤʼ,t͡ʃˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,0,+,0,0,t͡ʃʼː,t͡ʃʼː
-,-,+,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,0,-,0,0,"t͡ʃˀ, ˀt͡ʃ, t͡ʃʼ",t͡ʃʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,+,+,-,+,-,0,-,0,0,ʈ͡ʂʷˤʼ,ʈ͡ʂʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,+,0,-,+,-,0,-,0,0,"ʈ͡ʂʼʷ, ʈ͡ʂʷʼ, ʈ͡ʂʷˀ",ʈ͡ʂʼʷ
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,+,0,-,-,-,0,-,0,0,"ʈ͡ʂʼʲ, ʈ͡ʂʲʼ",ʈ͡ʂʼʲ
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,0,+,-,-,-,0,-,0,0,ʈ͡ʂˤʼ,ʈ͡ʂˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,0,0,-,-,-,0,+,0,0,ʈ͡ʂʼː,ʈ͡ʂʼː
-,-,+,-,+,-,-,+,-,-,+,-,+,-,-,0,0,-,-,-,0,-,0,0,"ʈ͡ʂˀ, ˀʈ͡ʂ, ʈ͡ʂʼ",ʈ͡ʂʼ
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,+,+,+,+,-,0,-,0,0,q͡χʷˤʼ,q͡χʷˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,+,-,+,+,-,0,-,0,0,"q͡χʼʷ, q͡χʷʼ, q͡χʷˀ",q͡χʼʷ
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0,"q͡χʼʲ, q͡χʲʼ",q͡χʼʲ
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0,q͡χˤʼ,q͡χˤʼ
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0,q͡χʼː,q͡χʼː
-,-,+,-,+,-,-,+,-,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0,"q͡χˀ, ˀq͡χ, q͡χʼ",q͡χʼ
