epoch,step,test_acc,test_f1,test_loss,test_precision,test_recall,test_roc-auc,train_acc,train_f1,train_loss,train_precision,train_recall,train_roc-auc,val_acc,val_f1,val_loss,val_precision,val_recall,val_roc-auc
0,49,,,,,,,,,1.6521958112716675,,,,,,,,,
0,99,,,,,,,,,1.4924135208129883,,,,,,,,,
0,149,,,,,,,,,0.9699270725250244,,,,,,,,,
0,199,,,,,,,,,0.9267545938491821,,,,,,,,,
0,249,,,,,,,,,0.9106902480125427,,,,,,,,,
0,299,,,,,,,,,0.7874345183372498,,,,,,,,,
0,349,,,,,,,,,1.0207535028457642,,,,,,,,,
0,399,,,,,,,,,0.9536632895469666,,,,,,,,,
0,449,,,,,,,,,0.8532214760780334,,,,,,,,,
0,499,,,,,,,,,0.9440541863441467,,,,,,,,,
0,507,,,,,,,,,,,,,0.48856714367866516,0.38806623220443726,1.0138921737670898,0.3571869432926178,0.48856714367866516,0.7148990035057068
0,507,,,,,,,0.4811161756515503,0.4235481917858124,,0.4644577205181122,0.4811161756515503,0.7339797019958496,,,,,,
1,549,,,,,,,,,0.8541961908340454,,,,,,,,,
1,599,,,,,,,,,1.1641860008239746,,,,,,,,,
1,649,,,,,,,,,0.9612524509429932,,,,,,,,,
1,699,,,,,,,,,0.894538164138794,,,,,,,,,
1,749,,,,,,,,,0.8130417466163635,,,,,,,,,
1,799,,,,,,,,,1.164076328277588,,,,,,,,,
1,849,,,,,,,,,0.8704463839530945,,,,,,,,,
1,899,,,,,,,,,0.9767951369285583,,,,,,,,,
1,949,,,,,,,,,0.8505075573921204,,,,,,,,,
1,999,,,,,,,,,0.7804057002067566,,,,,,,,,
1,1015,,,,,,,,,,,,,0.4131735563278198,0.36508533358573914,0.9378399848937988,0.42459818720817566,0.4131735563278198,0.7030991315841675
1,1015,,,,,,,0.5247828364372253,0.48735883831977844,,0.5345360040664673,0.5247828364372253,0.7663055658340454,,,,,,
2,1049,,,,,,,,,1.043541669845581,,,,,,,,,
2,1099,,,,,,,,,0.8979347944259644,,,,,,,,,
2,1149,,,,,,,,,0.796205461025238,,,,,,,,,
2,1199,,,,,,,,,0.7054895162582397,,,,,,,,,
2,1249,,,,,,,,,0.8470808267593384,,,,,,,,,
2,1299,,,,,,,,,0.9052203893661499,,,,,,,,,
2,1349,,,,,,,,,0.9760062098503113,,,,,,,,,
2,1399,,,,,,,,,0.9301239252090454,,,,,,,,,
2,1449,,,,,,,,,0.9397504925727844,,,,,,,,,
2,1499,,,,,,,,,0.8314458727836609,,,,,,,,,
2,1523,,,,,,,,,,,,,0.5087154507637024,0.4800044894218445,0.892565131187439,0.5048215389251709,0.5087154507637024,0.7149228453636169
2,1523,,,,,,,0.5338888764381409,0.501183032989502,,0.5437726974487305,0.5338888764381409,0.7731422185897827,,,,,,
3,1549,,,,,,,,,0.7218145132064819,,,,,,,,,
3,1599,,,,,,,,,0.9959246516227722,,,,,,,,,
3,1649,,,,,,,,,0.9825330972671509,,,,,,,,,
3,1699,,,,,,,,,0.9095163345336914,,,,,,,,,
3,1749,,,,,,,,,0.8908623456954956,,,,,,,,,
3,1799,,,,,,,,,0.8512234091758728,,,,,,,,,
3,1849,,,,,,,,,0.8034151792526245,,,,,,,,,
3,1899,,,,,,,,,0.6939953565597534,,,,,,,,,
3,1949,,,,,,,,,0.8907848596572876,,,,,,,,,
3,1999,,,,,,,,,0.8319305181503296,,,,,,,,,
3,2031,,,,,,,,,,,,,0.4719865620136261,0.43807440996170044,0.8798553347587585,0.4679527282714844,0.4719865620136261,0.7107968926429749
3,2031,,,,,,,0.5445127487182617,0.5130295157432556,,0.5581583976745605,0.5445127487182617,0.7771243453025818,,,,,,
4,2049,,,,,,,,,1.080543875694275,,,,,,,,,
4,2099,,,,,,,,,0.8915836811065674,,,,,,,,,
4,2149,,,,,,,,,0.6739715337753296,,,,,,,,,
4,2199,,,,,,,,,0.7435169816017151,,,,,,,,,
4,2249,,,,,,,,,0.7120265960693359,,,,,,,,,
4,2299,,,,,,,,,0.966881275177002,,,,,,,,,
4,2349,,,,,,,,,0.9246058464050293,,,,,,,,,
4,2399,,,,,,,,,1.3482593297958374,,,,,,,,,
4,2449,,,,,,,,,0.797024667263031,,,,,,,,,
4,2499,,,,,,,,,0.6982206106185913,,,,,,,,,
4,2539,,,,,,,,,,,,,0.4573019742965698,0.43541455268859863,0.9307934641838074,0.5067610144615173,0.4573019742965698,0.7230168581008911
4,2539,,,,,,,0.5469428896903992,0.5167028307914734,,0.5580629706382751,0.5469428896903992,0.7814028263092041,,,,,,
5,2540,0.5203927159309387,0.49303993582725525,0.8550171256065369,0.5200498104095459,0.5203927159309387,0.735872209072113,,,,,,,,,,,,
