epoch,step,train_loss
0,49,1.0102813243865967
0,99,1.0863054990768433
0,149,1.000576138496399
0,199,0.9178979396820068
0,249,1.1357799768447876
0,299,0.9440130591392517
0,349,1.0048433542251587
0,399,1.0582606792449951
0,449,1.0489033460617065
0,499,1.0163300037384033
