epoch,step,test_acc,test_f1,test_loss,test_precision,test_recall,test_roc-auc,train_acc_epoch,train_acc_step,train_f1_epoch,train_f1_step,train_loss,train_precision_epoch,train_precision_step,train_recall_epoch,train_recall_step,train_roc-auc_epoch,train_roc-auc_step,val_acc,val_f1,val_loss,val_precision,val_recall,val_roc-auc
0,49,,,,,,,,0.43789175152778625,,0.3979266583919525,1.0285866260528564,,0.46666669845581055,,0.43789175152778625,,0.6375681161880493,,,,,,
0,99,,,,,,,,0.375,,0.2914654016494751,1.1082210540771484,,0.49462366104125977,,0.375,,0.5837246775627136,,,,,,
0,149,,,,,,,,0.4523809552192688,,0.3888888955116272,1.1313083171844482,,0.3484848737716675,,0.4523809552192688,,0.6656235456466675,,,,,,
0,199,,,,,,,,0.46078431606292725,,0.3919413983821869,0.9148241877555847,,0.34285715222358704,,0.46078431606292725,,0.7287570834159851,,,,,,
0,249,,,,,,,,0.26623377203941345,,0.18858858942985535,1.334254264831543,,0.43589743971824646,,0.26623377203941345,,0.42586344480514526,,,,,,
0,299,,,,,,,,0.3680555522441864,,0.29629629850387573,1.0427576303482056,,0.28352490067481995,,0.3680555522441864,,0.6362665295600891,,,,,,
0,349,,,,,,,,0.5,,0.421680212020874,0.9317224621772766,,0.36553946137428284,,0.5,,0.7339615821838379,,,,,,
0,399,,,,,,,,0.5208333134651184,,0.46612465381622314,0.8952692151069641,,0.43809524178504944,,0.5208333134651184,,0.6844618320465088,,,,,,
0,449,,,,,,,,0.46759259700775146,,0.4417112469673157,1.1483651399612427,,0.4523809552192688,,0.46759259700775146,,0.5925872325897217,,,,,,
0,499,,,,,,,,0.3650793731212616,,0.3500000238418579,0.8486734628677368,,0.5632184147834778,,0.3650793731212616,,0.622564971446991,,,,,,
0,507,,,,,,,,,,,,,,,,,,0.35169991850852966,0.26018232107162476,1.0770539045333862,0.22961802780628204,0.35169991850852966,0.5235127210617065
0,507,,,,,,,0.3823122978210449,,0.3154328465461731,,,0.32809674739837646,,0.3823122978210449,,0.5754404067993164,,,,,,,
1,549,,,,,,,,0.49038463830947876,,0.3911248743534088,1.0374699831008911,,0.3261183500289917,,0.49038463830947876,,0.6694318056106567,,,,,,
1,599,,,,,,,,0.4236111044883728,,0.38624340295791626,0.944894015789032,,0.4145299196243286,,0.4236111044883728,,0.6035218238830566,,,,,,
1,649,,,,,,,,0.4166666865348816,,0.4176178574562073,1.1073451042175293,,0.4325757622718811,,0.4166666865348816,,0.575576663017273,,,,,,
1,699,,,,,,,,0.476190447807312,,0.41325539350509644,1.0586220026016235,,0.3888888955116272,,0.476190447807312,,0.6800310015678406,,,,,,
1,749,,,,,,,,0.4576649069786072,,0.4402264356613159,0.982987642288208,,0.6419753432273865,,0.4576649069786072,,0.6957537531852722,,,,,,
1,799,,,,,,,,0.3740740716457367,,0.30891332030296326,1.0374534130096436,,0.2638888955116272,,0.3740740716457367,,0.5456445217132568,,,,,,
1,849,,,,,,,,0.380952388048172,,0.30570411682128906,1.0608906745910645,,0.39463600516319275,,0.380952388048172,,0.7253641486167908,,,,,,
1,899,,,,,,,,0.4047619104385376,,0.3209494352340698,1.087198257446289,,0.2666666805744171,,0.4047619104385376,,0.6501010656356812,,,,,,
1,949,,,,,,,,0.2666666805744171,,0.2222222238779068,0.9667403697967529,,0.190476194024086,,0.2666666805744171,,0.46181660890579224,,,,,,
1,999,,,,,,,,0.313492089509964,,0.23049096763134003,1.1205817461013794,,0.24904215335845947,,0.313492089509964,,0.5417430400848389,,,,,,
1,1015,,,,,,,,,,,,,,,,,,0.3371836245059967,0.2692309319972992,1.0913857221603394,0.24937333166599274,0.3371836245059967,0.5073481798171997
1,1015,,,,,,,0.42417746782302856,,0.3735874891281128,,,0.3814218044281006,,0.42417746782302856,,0.6341255903244019,,,,,,,
2,1049,,,,,,,,0.42424243688583374,,0.38923394680023193,0.8811830282211304,,0.5287356376647949,,0.42424243688583374,,0.669496476650238,,,,,,
2,1099,,,,,,,,0.4166666865348816,,0.3017163574695587,1.1483547687530518,,0.23950618505477905,,0.4166666865348816,,0.5882936716079712,,,,,,
2,1149,,,,,,,,0.49059832096099854,,0.45773524045944214,0.8644385933876038,,0.4621577858924866,,0.49059832096099854,,0.7409054636955261,,,,,,
