epoch,step,test_acc,test_f1,test_loss,test_precision,test_recall,test_roc-auc,train_acc,train_f1,train_loss,train_precision,train_recall,train_roc-auc,val_acc,val_f1,val_loss,val_precision,val_recall,val_roc-auc
0,49,,,,,,,,,1.0864533185958862,,,,,,,,,
0,99,,,,,,,,,1.1034348011016846,,,,,,,,,
0,149,,,,,,,,,1.1048541069030762,,,,,,,,,
0,199,,,,,,,,,1.0425498485565186,,,,,,,,,
0,249,,,,,,,,,1.4141967296600342,,,,,,,,,
0,299,,,,,,,,,0.9231714606285095,,,,,,,,,
0,349,,,,,,,,,0.8790024518966675,,,,,,,,,
0,399,,,,,,,,,0.8762006759643555,,,,,,,,,
0,449,,,,,,,,,1.0385971069335938,,,,,,,,,
0,499,,,,,,,,,0.8924351930618286,,,,,,,,,
0,507,,,,,,,,,,,,,0.3552702069282532,0.2715970575809479,1.0913076400756836,0.23397265374660492,0.3552702069282532,0.5255759358406067
0,507,,,,,,,0.3920835554599762,0.32802054286003113,,0.33602839708328247,0.3920835554599762,0.5932904481887817,,,,,,
1,549,,,,,,,,,1.0976622104644775,,,,,,,,,
1,599,,,,,,,,,0.8835629820823669,,,,,,,,,
1,649,,,,,,,,,1.0580883026123047,,,,,,,,,
1,699,,,,,,,,,1.0286415815353394,,,,,,,,,
1,749,,,,,,,,,0.8701362609863281,,,,,,,,,
1,799,,,,,,,,,1.0792725086212158,,,,,,,,,
1,849,,,,,,,,,1.0433125495910645,,,,,,,,,
1,899,,,,,,,,,1.0107492208480835,,,,,,,,,
1,949,,,,,,,,,0.8941450119018555,,,,,,,,,
1,999,,,,,,,,,1.1298960447311401,,,,,,,,,
1,1015,,,,,,,,,,,,,0.36739951372146606,0.2935166656970978,1.0546846389770508,0.29038894176483154,0.36739951372146606,0.5188015103340149
1,1015,,,,,,,0.45145365595817566,0.4002271294593811,,0.3979930579662323,0.45145365595817566,0.6632994413375854,,,,,,
2,1049,,,,,,,,,0.8721338510513306,,,,,,,,,
2,1099,,,,,,,,,1.058516025543213,,,,,,,,,
2,1149,,,,,,,,,0.8272111415863037,,,,,,,,,
2,1199,,,,,,,,,0.9468317031860352,,,,,,,,,
2,1249,,,,,,,,,1.1517783403396606,,,,,,,,,
2,1299,,,,,,,,,0.9899405837059021,,,,,,,,,
2,1349,,,,,,,,,1.0250933170318604,,,,,,,,,
2,1399,,,,,,,,,0.8473601341247559,,,,,,,,,
2,1449,,,,,,,,,1.131020188331604,,,,,,,,,
2,1499,,,,,,,,,0.9689399600028992,,,,,,,,,
2,1523,,,,,,,,,,,,,0.3535655438899994,0.28407979011535645,1.0643391609191895,0.27341848611831665,0.3535655438899994,0.5390912890434265
2,1523,,,,,,,0.4834928512573242,0.4326658248901367,,0.43104633688926697,0.4834928512573242,0.7055788040161133,,,,,,
3,1549,,,,,,,,,0.6054970026016235,,,,,,,,,
3,1599,,,,,,,,,0.9315828680992126,,,,,,,,,
3,1649,,,,,,,,,0.8498910665512085,,,,,,,,,
3,1699,,,,,,,,,0.8306020498275757,,,,,,,,,
3,1749,,,,,,,,,0.8020577430725098,,,,,,,,,
3,1799,,,,,,,,,0.9134630560874939,,,,,,,,,
3,1849,,,,,,,,,0.8177576065063477,,,,,,,,,
3,1899,,,,,,,,,0.8534848093986511,,,,,,,,,
3,1949,,,,,,,,,0.8262151479721069,,,,,,,,,
3,1999,,,,,,,,,0.9210354089736938,,,,,,,,,
3,2031,,,,,,,,,,,,,0.35593941807746887,0.2762252390384674,1.0863293409347534,0.25125545263290405,0.35593941807746887,0.529212474822998
3,2031,,,,,,,0.49859288334846497,0.45383721590042114,,0.4692004323005676,0.49859288334846497,0.7306199073791504,,,,,,
4,2032,0.34784939885139465,0.2722710371017456,1.0429134368896484,0.26094508171081543,0.34784939885139465,0.5244684815406799,,,,,,,,,,,,
